Date,Commit,findings
2021-01-05 17:42:44-08:00,0a8fde6dd12858fcdae39df2563ce5a329bba031,512
2021-01-08 14:08:14-07:00,3d297b34386ff1d1b6a9d31e0e00c1c3a75fb5a8,511
2021-01-11 16:50:58+00:00,a890d68699ad6ca0c8fbc297a1d4b7ebf23f384b,511
2021-01-11 16:52:50+00:00,f576b2eb4375f2bb076ce477cee27a946b65f22a,511
2021-01-16 19:54:44+00:00,8224e315ad41600c04dcb44290636de125463fc0,511
2021-03-17 06:02:56+00:00,61e7975b9a7e85f840a2c35dd86cbf367fff2cc8,511
2021-03-19 09:36:06+01:00,71f26e906ed6df0d3b39e92bece1e0aaf3199b25,507
2021-03-23 09:22:11+01:00,6816ce61511649077b708c600cdb5a88c1b6e550,511
2021-03-27 13:27:56+08:00,8820ee1ff0d88b046a7ab59883de88f6c1197ecd,511
2021-03-30 11:16:13+02:00,c1c982ac3809b01d136861fcb842ce35591faa58,515
2021-06-01 07:44:24+01:00,4d7c45eece7fcdf88db397ab759edb898effcf16,515
2021-06-03 09:27:51+02:00,5e9b451a11926e5b42d4a94612ca566de058f494,515
2021-06-08 12:21:38+00:00,3a10a8a5b345b647e3fe87f433b41bde1d9722c3,515
2021-06-14 16:46:01+01:00,3542eed78e014f01404ed4f46176b5523de3b0be,515
2021-06-18 15:15:47+01:00,33903ad4ff12b8cfdb62d6c7d7b72ba5bbaa558b,515
2021-09-20 21:32:56+01:00,af079c926209597428bfc8e5067b76c314a38510,466
2021-09-22 16:15:38+00:00,3f679fc12d073676a4441d3fa8b5fff34c07662f,466
2021-09-27 20:09:20+01:00,8c2501d3699c0dc3a7f1f6ba99b9aebe0130489e,466
2021-09-30 18:04:31+00:00,3c3d9d38b7d0b9864768163b7811f4032ed85de2,466
2021-10-05 10:56:49+00:00,6a02856fb4d220f7af3e7eee2c5e45eeb3461b2b,466
2021-10-10 10:08:16+01:00,c7e259ecdee4ec4cf723bfd1eb073a9473d7ef88,466
2021-11-13 17:00:01+00:00,d70a5b3551c673a3f86bc0713f490d68d61c68b3,430
2021-11-17 09:00:34+00:00,090779fb4e88f8105a1cde0e2eaca725e7b3966d,430
2021-11-22 09:39:45-08:00,55907ff611f5634b647786ace0173ffc9922cc1f,430
2021-11-23 10:00:43+00:00,91e8c4a5954586f8c687335cd97d443a9145d6a5,430
2021-11-26 12:18:55+00:00,cfe77b40003d7f328b7c6e3af939612cfcea20ab,430
2021-11-29 20:42:44+00:00,5a975b8841444b69e048eb471c8fa941350f562f,430
2021-11-30 15:04:12-08:00,14d16a1679f95cf342b935535acadb6aa60d2c52,430
2021-12-02 08:34:31-08:00,849cd8611f288b5e10c34a6d1c49f34a25de43be,430
2021-12-04 08:17:46-08:00,93a64d8f57e22a698f081a021cdebad2e9df4e3e,430
2021-12-06 08:26:41-08:00,292da1e77e36728ee177854b9fdbcba20db97d2d,430
2021-12-06 14:00:50-08:00,1a89cec44ef601ce490d023fab2b6527db0a7ec4,430
2021-12-07 14:49:52-08:00,145b22705f307d3fd4277e46482e0683499c1b5c,430
2021-12-10 09:51:57-08:00,bccbc865e4e1c8ba547176d1476efbd96cdf6b08,430
2021-12-11 12:51:46-08:00,165d559469c7a58af581931bd1b89e5b9ed4a9af,430
2021-12-15 07:14:50-08:00,80b54ce0cc0cacc73c5ea81e083fd3f8b2d179e8,430
2021-12-17 07:57:24-08:00,cbcdb128c7c74e5491ac6037218639bf0438dd16,430
2021-12-18 11:06:04-08:00,2ca37acd38c2af9e16d4ce56c8cd8c1ce2f4fecc,430
2021-12-30 08:01:23-08:00,3cc387a5b604994293ad06d8209ee119862f1bff,430
2022-01-01 07:53:41-08:00,900879a8bfe227ce952b2b826d741892ece2fa15,430
2022-01-03 08:54:19-08:00,1068567cb4e7301b9bdca9d59edaee74763fc8fe,430
2022-01-05 17:27:16+01:00,69f68ec05bf05459c5da78c94a7d7eec3022174d,430
2022-01-08 09:02:50-08:00,bf81c201fbb71791ec9bbdf7d994d3c1abb51f36,430
2022-01-12 15:26:39-08:00,cd6da0fae6a7af02cb0dcf903d6d7c9d54d0744d,430
2022-01-20 20:59:48+00:00,d617d9a767c0cc58e146298ad27742b6b4287de8,430
2022-01-22 07:45:50-07:00,f5a18c5f183c8ede718f21e308dffea5d5bee336,430
2022-01-25 08:48:51-08:00,24da33ea332927c947fc369fc9bccc08103feabd,430
2022-01-27 08:53:07-08:00,58cf6fc0dfc93ed625733bf9e9477e8e57e0a9d2,430
2022-01-31 10:59:04+00:00,79e27f0a9e3b2def9f5f2958b04a9fc19b0bd4ce,430
2022-02-02 08:28:52-08:00,3866e93a364c87594033ed4f2ca5b0ce69fedf9d,430
2022-02-07 08:03:23+00:00,608e41106eee52998287f58f7b0350bebefae9ba,430
2022-02-10 08:33:54-08:00,fa9c4980720142c4dc99ade1606d56820aecf00f,430
2022-02-12 08:51:55-08:00,6071d5ab40a0acbfffb787e10cf048216eaff973,430
2022-02-17 21:02:37+00:00,9e4487cd1bed584cbd70ea0482ec0dd6e4f3dd77,430
2022-02-21 10:48:03-08:00,2681bb7ef5d5000aa17a7b4a02f865053c9de056,430
2022-02-24 19:51:54+00:00,d8f39d52cbcc4d0229e298ad863422b8ab8ef2df,430
2022-02-28 08:06:19+00:00,77af1bde9466f4265b1e58b078f83033b1d50ecf,430
2022-03-02 07:33:37-08:00,66cd7821d38cfdce93f0f3ff039c560a77db6c10,430
2022-03-06 08:11:38-08:00,0c4b79128d1c437955f62d8c4332301f28bb8615,430
2022-03-08 18:08:57-08:00,a1a82f670b0a0c49dfa6de2418d9c1ae348a6373,430
2022-03-10 08:20:54+00:00,c772d810f6d3dc49771df55c3b791c9f1cd6d234,430
2022-03-14 07:30:28-07:00,3bd3f1fec48648897529f67c44f0c4c100e99e12,430
2022-03-15 13:24:13+00:00,0ed2779da308f0e881be41f904dc53ee8db8b4b0,430
2022-03-17 08:00:18-07:00,5aa0825c788cfa5a7a0112306ee3a552dcdadca5,430
2022-03-21 22:09:53-07:00,101dafd69f4461023b6bb36e1315ca5b6969b54e,430
2022-03-25 16:41:01-07:00,bb36e3383982dda37064fde4a5a12ae69d401cd2,430
2022-03-29 14:59:40+00:00,39fd38fd86d7e7cb0a13e32562d36d67ff52a5f9,430
2022-04-01 22:52:36-07:00,d642229c3e3385b55835d9eaa4311d90ae09cb06,430
2022-04-06 07:59:20-07:00,554a6248ae00bd3357cd5865427b898b4593ac92,430
2022-04-09 08:11:30-07:00,0e71ff5084284fefd3f4a8bdd6a4f97f77baef8e,430
2022-04-12 13:08:12-07:00,212ee6bbcfef5fbf51971646668257a105079041,429
2022-04-14 05:49:06-07:00,0f25bf3bf6a77bc934f2f19b794eb5725c6f502b,429
2022-04-15 06:24:09-07:00,bbd2e82df7572b06fce531864beea702bb7fac72,429
2022-04-17 07:18:29-07:00,f51405536f4790921f18b697048eadac47d1d03c,429
2022-04-20 07:06:14-07:00,b28d225d61d509eb861823d37616080d77d1b0e4,429
2022-04-23 09:14:04-07:00,d5c9421dd8053c0cb0b29c11ad50ef31b6714e4b,429
2022-04-26 06:33:06-07:00,057e4f16f12469424c24426aec9e3c3de5520f30,429
2022-04-29 16:22:29-07:00,57904a269428f56fdab5f2323df52a9e0a094ad6,429
2022-05-05 09:16:35+02:00,050e7a56abdf8e633ec51540e258e95b84cef5ae,429
2022-05-10 06:55:31+01:00,6b16ebb306d5dba2bb752b06c60662a9532c7650,429
2022-05-12 09:40:24-07:00,f2a396933ce8d6b59ba01c538f5a28220f7c2c31,428
2022-05-15 10:40:45-07:00,dd24c93c07fd485e1cb3cdfa4a2a841defb529a2,428
2022-05-18 08:48:52-07:00,3d59ec760b29fb012e14f23d181962638fa58592,428
2022-05-24 00:30:06+02:00,4c30a2e97cb8fb1ca2892120872d60115c2bd7d7,427
2022-05-29 16:11:53-07:00,d2e3468fb7ec1ab4ae7b98d62e2262834a13cd1f,427
2022-06-01 08:01:46+01:00,fe0488918f1cb348fc010ec583e74e26ff183576,427
2022-06-07 08:31:51-07:00,5b4434c16f85b95e4d83caf7250b58a98d3e6913,427
2022-06-08 17:36:13+00:00,3d2692776360d36819fda9e8deb9723521698e76,427
2022-06-10 17:10:50-04:00,bea72075778d5315efa08308cea8dae5e47d81c5,421
2022-06-15 07:56:22-07:00,30867bd85649fafa9cdf995ce723d0e150342e23,421
2022-06-22 12:50:08-07:00,275fad3987a477c25c4f7f2123eb432c04a9d8ac,422
2022-06-23 01:22:32+00:00,06886ecff9a0fd352c95cd502078d3b39617355f,422
2022-06-26 22:11:54+01:00,6e4da5a4837a1db53ba20525ee5f1395ffa203b5,422
2022-06-27 17:54:51-07:00,56834803b66ad6c25e47cbb2bd11e12a78c9b467,422
2022-07-02 09:12:07-07:00,6b17e392cdd8a6f52a488c98f75cb00a4346440c,422
2022-07-04 06:49:30-07:00,a828769b0a927529e6bcc4aa1263d4e75fceee46,422
2022-07-04 10:32:53-07:00,082634cf1e4ef91cac8c82815e52046083722e36,422
2022-07-06 07:42:01+01:00,99c9f5ca7e55b2c451332802ac60e2a5f7cff809,422
2022-07-06 07:44:04+01:00,d3e255304a620c2e0822564ce3bc422cccd92f7f,422
2022-07-07 12:32:30+01:00,fdf02cfe2d99844d9b0737d484288cd884b26b91,422
2022-07-08 09:50:09-07:00,60e31c07dbca09c5119c965f564591399189801d,423
2022-07-09 09:14:52-07:00,9b50d83e07f68d3845a239134b6d8437d1551942,423
2022-07-10 10:22:15-07:00,e048d4e824c37ef0966af315bfd1ca298b05b211,423
2022-07-12 07:44:02-07:00,5fe97b6a5221388996eb4eb5ceed6af32700cac4,423
2022-07-12 23:03:45+01:00,a990ebcda49cf6aa457acfa03dd91adced26504e,423
2022-07-18 12:40:49+01:00,536ee99c52f9e7ac3afaa65f4a5ac2f6f7302746,423
2022-07-19 08:38:38-07:00,884ac79ff9194df16bc1fcb8dfe4f43e51f83f93,422
2022-07-21 21:18:24+02:00,eeadd7f5af0b6b396f2c9c49958e365e3bb752dd,422
2022-07-21 22:47:38+02:00,b8da11f427dbf388cdfdb1d9e61ee3a60a28eae7,423
2022-07-22 06:54:24-06:00,98c7fa7a1b6e53dc1008f54d7d88cffbef76a43d,422
2022-07-23 15:38:18-07:00,15ab27ce4d9e92b85873fa4b6132b974063caf32,416
2022-07-24 16:02:40+01:00,ee9d350913c4b663d78229bc51e219ecd03255b5,416
2022-07-29 11:25:43-07:00,3091cd6d1fc59d2b78507e1a568e7df9b8d544e6,416
2022-07-31 13:55:14-07:00,7eed67a053e7032f429946308db84257fa4f59f9,416
2022-08-02 12:40:01+00:00,81a5a1d5b90ae59cb08f4e021d1a2097d5b017f7,416
2022-08-08 13:16:49+01:00,26651de0105eba5b0b42d7a537dfa74fb238c5ed,416
2022-08-11 09:35:40-07:00,6a495533265609a49dd035cf5c004ff6118da347,416
2022-08-16 12:21:44+00:00,46422c0a54371738e395ab49c11d0501527231e4,416
2022-08-18 17:42:19-07:00,fc4dc4e55f29d062a6a5b3e7d8fef82e4e4e4565,416
2022-08-22 10:42:53+01:00,c4219dd2603a2fc82bf92d867a7e53e8f608f872,416
2022-08-25 21:50:13+01:00,16f0d3bd333477b17117ab8daca484b5b8df973b,416
2022-08-28 10:25:19+01:00,003eed7f410c4ae48e53db271f866cc31c2ec06d,416
2022-08-30 15:34:43-07:00,01e637ec08fddc9a032837ebd838cccdefe4da83,416
2022-09-03 09:16:00-07:00,b695f2166a7e18a489eae2ee046b49a4ed41f2f0,416
2022-09-04 08:55:42-07:00,c7cd04a81bfa06792d7cda9b3384b0db1eaf4dec,416
2022-09-08 08:34:29-07:00,1e6c3daefef4b01d82838fb9d78f2981bca4a23e,416
2022-09-13 13:07:55+00:00,0f9bf2b9aef82ac5a7e0d2456464cd43f9f8ebd7,416
2022-09-14 20:34:41+01:00,0e9255b3f59e6379c5453480db8e530ffab58a27,416
2022-09-15 11:13:57-07:00,41f4a8ae9ba1b84c740de2dbeb3e17f173c329e9,416
2022-09-17 09:04:44-07:00,db6ce9a01e7bc6d31b2162c4d403e1e1a5572b05,416
2022-09-19 08:20:10-07:00,a50cb8bcb1d1f76c49bad329a18e41e56640601b,416
2022-09-21 13:09:32+00:00,dd5898e0022d8329e35a45ece0dab5e72e8cb8f8,416
2022-09-23 06:54:15-07:00,4bf46adc06c49f783e32dca67598ff23d35eaa49,416
2022-09-26 08:35:21-06:00,7e9a47523eec3534779182e55b896940cb2b35b2,416
2022-09-27 09:29:28-07:00,5263f20e4a2e62ed6c7faf8508b038250b06a667,416
2022-09-28 06:59:07-07:00,6c7c1cf554b0972e695b6f57f3235b14b47f63d9,416
2022-10-01 07:48:37-07:00,3aa8285ae26483f36d9c92237d952336182a8ae3,416
2022-10-03 20:18:17+01:00,dc4226348e2cd07b252bac22cb34ffeaa233d0c7,416
2022-10-04 12:51:17+00:00,6b2c8b711aacc7385bbe02c0cd88f1831c30ca73,416
2022-10-10 08:49:54-07:00,8ac05a25cc923213dc0567d5b07b58e8bfee1052,415
2022-10-11 11:37:59-07:00,5ef18552a0063d511e0a3051d7674ddcc51ffdac,415
2022-10-13 10:42:39-07:00,defee644730d8d474682a523c4546bfad099c03f,415
2022-10-15 11:29:34-07:00,9ae07ce2cdb5c7c093abbe63cf2d23d0abb5e856,415
2022-10-18 10:43:59-07:00,47322f3da67d29380ec7f16381f32d1f0cf9472f,415
2022-10-22 08:50:07-07:00,70ae4327cdf0190e727faa3dd4c5b3e672b254e7,415
2022-10-22 11:31:25+02:00,f6e00cd5302f888f8d6997f343f2eacda88c5281,415
2022-10-24 13:56:06-07:00,a2b80dedfe30c008f2b51cb997ae7b2682d8cbb7,415
2022-10-30 10:34:37-07:00,0815fd8a486f3f343e787e9516882340e566195b,415
2022-11-02 08:58:08+01:00,a386bcbfdaf9511bcd9936ffa007da9484135732,415
2022-11-07 10:32:51+01:00,36aa4cbbb7149ae33f7976d86d4def2b52c2874e,415
2022-11-08 15:47:28-08:00,1b18524993757f5712c22754a635920c9edb0f0d,415
2022-11-11 08:38:41+01:00,3872da292bdb87030485622f2bd104d96ca13876,415
2022-11-13 09:35:02-08:00,952d4f9906896f4d6f2afe6ad0d859d7d02e6323,415
2022-11-16 09:50:51+01:00,85dc040c7042537a1c3db9ede398e991d2fdf6ee,415
2022-11-17 08:13:41-08:00,aa1c5ec929eff5e1dc937bf1bd99b77772b40652,415
2022-11-19 10:53:58+01:00,0039dc0818852b326fd2bbc2b196efb6867eb4b6,414
2022-11-20 07:51:48-08:00,43a4daf6533e006aec1f05635db1c8d1d9a10ba3,412
2022-11-22 13:32:08+00:00,d8da52694f9e52d6dca3820409fc99585c722abd,412
2022-11-25 18:05:40+01:00,86786b035c226276792068c66d0a8ae7468d33b6,412
2022-11-26 07:06:38-08:00,7c67e671d3266ad588584381af7722f44c785e41,411
2022-12-02 08:12:33-08:00,c9718f4d93ec16d5098ecd2ded813e7e477bceec,411
2022-12-06 13:35:51+00:00,6065ba9641365cc2e8a860aa02a3efab5ec0c2fa,411
2022-12-08 20:58:46+00:00,7ff56d9ecce68b7b9c60413cc683ba0d7f77aeae,411
2022-12-10 06:14:40-08:00,5e1e268972e305f2e6564e72ea6214bd017ecfd6,411
2022-12-13 11:35:03-08:00,49f4dc34c04cf3b35386534e7d93475d3b12f1c7,411
2022-12-17 08:31:29-08:00,0ddfd46d485ea943aab9b7d7bb9a0a945f07a481,411
2022-12-20 13:36:10+00:00,c03ccfd0c3b34b8b9ee4720b92bed121d619610f,411
2022-12-26 13:58:33+01:00,57d4320a39038619e8932b13562cbbc3a1024a7b,411
2022-12-29 11:28:38+00:00,f81a7c121d81adca87b7d141634c4bda80351755,411
2022-12-30 20:23:26+00:00,ce4f9debf838cb3de7145276a5eb49e72794ef17,411
2023-01-02 18:10:23+00:00,a6d542509799d1b70610406c7750f2440c44e8b2,413
2023-01-05 13:17:02+00:00,fbc5133ec3d6446460781fdea4d72ec70371a0e1,413
2023-01-13 15:52:43+01:00,388f86d7cd1e0c36b50e62f974b8fc35f27e1cf3,413
2023-01-16 20:32:29+01:00,4602160a5c3906918454af6a914930ddf694767b,413
2023-01-20 00:07:32-08:00,5755957b3ab2f2826edea20660b2a82f7537f456,412
2023-01-26 10:09:59+01:00,20b84325508163f4ef9194d5bb50f5f54404ad3c,412
2023-02-02 19:45:23+01:00,33b489ca804d430b44058f685cddf8fef9172da4,412
2023-02-06 15:01:33-07:00,2ebd35b39a074b9ae1c7d3c1b1f02eb7e4eb2d66,412
2023-02-11 17:19:16-07:00,61d568927197068f5b96d05ff1f560b5e9c9b215,412
2023-02-14 12:43:56+00:00,f8e69628ac8048b6d50f9f111a3b183507b47a12,412
2023-02-18 06:42:02-07:00,22ade92da5927bf0d79be63b61f8af39b8ec8739,412
2023-02-23 07:59:00+00:00,b70f4cb5892bd6059a45b5f156f019ce572adb08,412
2023-02-26 18:48:11-05:00,f0be0ca01f98f36c4f1a54edec87de251255e64c,412
2023-03-10 22:03:12+00:00,acc8d150229f8a5a8c2e43d32b24a9628c4d1404,412
2023-03-12 10:36:40+01:00,5b6e14dfe3ddd1488baa759cfd4124f01137a095,411
2023-03-12 22:26:37+00:00,e563e8584d9462e28aa826d47d083d07aea60aa3,411
2023-03-14 12:46:50+00:00,45542cc65b17650942214f4e983ec658172cb16a,411
2023-03-17 09:35:34+00:00,a2bfc38c30468c4c79c93719844df94700633cee,411
2023-03-17 13:25:07+00:00,38d3a27528b465ea7331e254d3dd4820374c5a87,411
2023-03-20 10:53:11+01:00,2478e1f2b235de93b84a1fc664110cd883aad8f4,411
2023-03-28 10:26:13+02:00,9666614deed1c0be39e397823a22749407581b86,411
2023-04-01 13:55:22-06:00,50cc038a298a0050dc4cc71f710d9c25ccc17195,411
2023-04-04 12:49:53+00:00,86cc5c7ed7121493103f509676056450010d0228,411
2023-04-05 23:53:55-07:00,dffc122029c3defe62152ced34af6276fc32025f,411
2023-04-08 08:05:17-07:00,65c41af7f941a08288e6362cd720fa480d9fb3cb,411
2023-04-10 11:36:15+02:00,114acb1bec77b795e2440d32d03191e4d5e2e790,411
2023-04-11 10:49:20-07:00,c6ef68357ffc1ab6e46b568407e6592dc3b250af,411
